# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSB:HvU2fF9rr3Rpj3Z	ENSB:HvU2fF9rr3Rpj3Z	ENSB:HvU2fF9rr3Rpj3Z	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:HvoQGwIJqwoYVOI	ENSB:HvoQGwIJqwoYVOI	ENSB:HvoQGwIJqwoYVOI	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
ENSB:Hw_PVHSy-ElfgpQ	ENSB:Hw_PVHSy-ElfgpQ	ENSB:Hw_PVHSy-ElfgpQ	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:HwdeJZMCcK_CCLP	ENSB:HwdeJZMCcK_CCLP	ENSB:HwdeJZMCcK_CCLP	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:HxSzmcNSGdfoBaj	ENSB:HxSzmcNSGdfoBaj	ENSB:HxSzmcNSGdfoBaj	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:HxrLAV-dtwLmlWo	ENSB:HxrLAV-dtwLmlWo	ENSB:HxrLAV-dtwLmlWo	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSB:HxvRE_2rgmGQbi9	ENSB:HxvRE_2rgmGQbi9	ENSB:HxvRE_2rgmGQbi9	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:HzD_mnPk2X28He7	ENSB:HzD_mnPk2X28He7	ENSB:HzD_mnPk2X28He7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:I-kluedwHIsHhOs	ENSB:I-kluedwHIsHhOs	ENSB:I-kluedwHIsHhOs	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:I48nzJDwNZZYI2a	ENSB:I48nzJDwNZZYI2a	ENSB:I48nzJDwNZZYI2a	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:I5K28hXp9qQXQWj	ENSB:I5K28hXp9qQXQWj	ENSB:I5K28hXp9qQXQWj	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:I7eNwRq-WN6n8w2	ENSB:I7eNwRq-WN6n8w2	ENSB:I7eNwRq-WN6n8w2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:I9SvYocw4u-zHg1	ENSB:I9SvYocw4u-zHg1	ENSB:I9SvYocw4u-zHg1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:IC08uob6uZoGB-g	ENSB:IC08uob6uZoGB-g	ENSB:IC08uob6uZoGB-g	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:IFUw3uBFgHik9TK	ENSB:IFUw3uBFgHik9TK	ENSB:IFUw3uBFgHik9TK	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSB:IFpo38ecsykWtOW	ENSB:IFpo38ecsykWtOW	ENSB:IFpo38ecsykWtOW	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IG-Cwy959JbZVUm	ENSB:IG-Cwy959JbZVUm	ENSB:IG-Cwy959JbZVUm	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:II-nlKaPX8UhlpE	ENSB:II-nlKaPX8UhlpE	ENSB:II-nlKaPX8UhlpE	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:IK4HZd_bvAyNTkZ	ENSB:IK4HZd_bvAyNTkZ	ENSB:IK4HZd_bvAyNTkZ	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IM4N-FH7OG8jI7r	ENSB:IM4N-FH7OG8jI7r	ENSB:IM4N-FH7OG8jI7r	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
ENSB:IM_bJue7TY2FTbE	ENSB:IM_bJue7TY2FTbE	ENSB:IM_bJue7TY2FTbE	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IR_wxdxUpghFWRC	ENSB:IR_wxdxUpghFWRC	ENSB:IR_wxdxUpghFWRC	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:IXo7csRdwfvNfEG	ENSB:IXo7csRdwfvNfEG	ENSB:IXo7csRdwfvNfEG	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:IZlDIHKI3c1EemM	ENSB:IZlDIHKI3c1EemM	ENSB:IZlDIHKI3c1EemM	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:IaPDWLc8-giOYxn	ENSB:IaPDWLc8-giOYxn	ENSB:IaPDWLc8-giOYxn	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:Ic7zqWUP5MEgX94	ENSB:Ic7zqWUP5MEgX94	ENSB:Ic7zqWUP5MEgX94	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IeIPzr-ilw0GL6o	ENSB:IeIPzr-ilw0GL6o	ENSB:IeIPzr-ilw0GL6o	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IeJ7KBnOwHQyRqu	ENSB:IeJ7KBnOwHQyRqu	ENSB:IeJ7KBnOwHQyRqu	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:IfPbXs0_iQXEmyp	ENSB:IfPbXs0_iQXEmyp	ENSB:IfPbXs0_iQXEmyp	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:IibakMO6ff1gdy3	ENSB:IibakMO6ff1gdy3	ENSB:IibakMO6ff1gdy3	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ENSB:ImPaYOaFOp3JN36	ENSB:ImPaYOaFOp3JN36	ENSB:ImPaYOaFOp3JN36	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ENSB:Ir8CFwmx9CcQB4h	ENSB:Ir8CFwmx9CcQB4h	ENSB:Ir8CFwmx9CcQB4h	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IrdqsUszW2SN96t	ENSB:IrdqsUszW2SN96t	ENSB:IrdqsUszW2SN96t	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:Iti8eSEa878gJmk	ENSB:Iti8eSEa878gJmk	ENSB:Iti8eSEa878gJmk	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
ENSB:IwCapi-ZWOr8U8p	ENSB:IwCapi-ZWOr8U8p	ENSB:IwCapi-ZWOr8U8p	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:Iy4I0Z6OmTh4eSN	ENSB:Iy4I0Z6OmTh4eSN	ENSB:Iy4I0Z6OmTh4eSN	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:IyJWQ9QB2NxGw5b	ENSB:IyJWQ9QB2NxGw5b	ENSB:IyJWQ9QB2NxGw5b	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:IyNCy7J_B70BqFw	ENSB:IyNCy7J_B70BqFw	ENSB:IyNCy7J_B70BqFw	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:IyaWWavfECRycdd	ENSB:IyaWWavfECRycdd	ENSB:IyaWWavfECRycdd	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:IzhbpJUwCxUZppE	ENSB:IzhbpJUwCxUZppE	ENSB:IzhbpJUwCxUZppE	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:J-CABhG0ne9zmuP	ENSB:J-CABhG0ne9zmuP	ENSB:J-CABhG0ne9zmuP	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:J-J1MWhUqf6cL2Z	ENSB:J-J1MWhUqf6cL2Z	ENSB:J-J1MWhUqf6cL2Z	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:J1ADbliTa16T_v2	ENSB:J1ADbliTa16T_v2	ENSB:J1ADbliTa16T_v2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:J1aJciDBZLnSGQ0	ENSB:J1aJciDBZLnSGQ0	ENSB:J1aJciDBZLnSGQ0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:J1q57EKM5YstMkz	ENSB:J1q57EKM5YstMkz	ENSB:J1q57EKM5YstMkz	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:J46uMtbvmT09eid	ENSB:J46uMtbvmT09eid	ENSB:J46uMtbvmT09eid	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:J6hdviMsGZNZPnT	ENSB:J6hdviMsGZNZPnT	ENSB:J6hdviMsGZNZPnT	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSB:J7vCobbWXChZ5hR	ENSB:J7vCobbWXChZ5hR	ENSB:J7vCobbWXChZ5hR	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:JAEwiOXJEJ_dYR5	ENSB:JAEwiOXJEJ_dYR5	ENSB:JAEwiOXJEJ_dYR5	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:JE9dEPeg50cdGWy	ENSB:JE9dEPeg50cdGWy	ENSB:JE9dEPeg50cdGWy	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JFFj0DX6WVxJ3q2	ENSB:JFFj0DX6WVxJ3q2	ENSB:JFFj0DX6WVxJ3q2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JGeOKUsoxgXlAye	ENSB:JGeOKUsoxgXlAye	ENSB:JGeOKUsoxgXlAye	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JHaqXrwoyEFtRM7	ENSB:JHaqXrwoyEFtRM7	ENSB:JHaqXrwoyEFtRM7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:JHyVx2FQn-IsvET	ENSB:JHyVx2FQn-IsvET	ENSB:JHyVx2FQn-IsvET	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JKWZK-8BckvxkBS	ENSB:JKWZK-8BckvxkBS	ENSB:JKWZK-8BckvxkBS	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
ENSB:JNDXbHZGRgWfxMc	ENSB:JNDXbHZGRgWfxMc	ENSB:JNDXbHZGRgWfxMc	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JNVkUvCGm9zOaep	ENSB:JNVkUvCGm9zOaep	ENSB:JNVkUvCGm9zOaep	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JRg5708SviokKnF	ENSB:JRg5708SviokKnF	ENSB:JRg5708SviokKnF	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JSNJZ7pBSiemUwi	ENSB:JSNJZ7pBSiemUwi	ENSB:JSNJZ7pBSiemUwi	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:JSyzgzo8RVVZhlR	ENSB:JSyzgzo8RVVZhlR	ENSB:JSyzgzo8RVVZhlR	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JT13tmfU3r_gNDi	ENSB:JT13tmfU3r_gNDi	ENSB:JT13tmfU3r_gNDi	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JTefswqYKkpS0Hp	ENSB:JTefswqYKkpS0Hp	ENSB:JTefswqYKkpS0Hp	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:JTnR-vrFxsNMeER	ENSB:JTnR-vrFxsNMeER	ENSB:JTnR-vrFxsNMeER	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:JWssTXvVBsnp3La	ENSB:JWssTXvVBsnp3La	ENSB:JWssTXvVBsnp3La	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:JZYlQTAfZpEpkeg	ENSB:JZYlQTAfZpEpkeg	ENSB:JZYlQTAfZpEpkeg	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:JZoNJ6x8vQfnnpL	ENSB:JZoNJ6x8vQfnnpL	ENSB:JZoNJ6x8vQfnnpL	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:Jc54Xxxpm38s8G5	ENSB:Jc54Xxxpm38s8G5	ENSB:Jc54Xxxpm38s8G5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JcS_O6P75sXq3SA	ENSB:JcS_O6P75sXq3SA	ENSB:JcS_O6P75sXq3SA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JdA54zYsvjs2cFC	ENSB:JdA54zYsvjs2cFC	ENSB:JdA54zYsvjs2cFC	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:Jdl54uK0O9V9TPR	ENSB:Jdl54uK0O9V9TPR	ENSB:Jdl54uK0O9V9TPR	protein_coding	0	0	0	32	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2
ENSB:JkB4GzTnKe3iUcV	ENSB:JkB4GzTnKe3iUcV	ENSB:JkB4GzTnKe3iUcV	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:JlbZnHSIQ4Yknze	ENSB:JlbZnHSIQ4Yknze	ENSB:JlbZnHSIQ4Yknze	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:JnICoCiv1RXkLDD	ENSB:JnICoCiv1RXkLDD	ENSB:JnICoCiv1RXkLDD	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JohIc0LIdkpl0Dq	ENSB:JohIc0LIdkpl0Dq	ENSB:JohIc0LIdkpl0Dq	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:JpLF96rczAJhK4n	ENSB:JpLF96rczAJhK4n	ENSB:JpLF96rczAJhK4n	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JrxpL-cgW2XaeIj	ENSB:JrxpL-cgW2XaeIj	ENSB:JrxpL-cgW2XaeIj	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:JsObtxPmvX2d1oY	ENSB:JsObtxPmvX2d1oY	ENSB:JsObtxPmvX2d1oY	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:JsQtGpRr0-IsIgz	ENSB:JsQtGpRr0-IsIgz	ENSB:JsQtGpRr0-IsIgz	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
ENSB:JtXXfFNjZmT28lF	ENSB:JtXXfFNjZmT28lF	ENSB:JtXXfFNjZmT28lF	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:JulITjzjJiGZrTP	ENSB:JulITjzjJiGZrTP	ENSB:JulITjzjJiGZrTP	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:Jv_qm_h6BiM1LHd	ENSB:Jv_qm_h6BiM1LHd	ENSB:Jv_qm_h6BiM1LHd	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:Jy_XAAvGmhoXpSV	ENSB:Jy_XAAvGmhoXpSV	ENSB:Jy_XAAvGmhoXpSV	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:K2LsFGuY4j4qxjC	ENSB:K2LsFGuY4j4qxjC	ENSB:K2LsFGuY4j4qxjC	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:K2PsbOf1XxKryZJ	ENSB:K2PsbOf1XxKryZJ	ENSB:K2PsbOf1XxKryZJ	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:K6gcubE7foR3gee	ENSB:K6gcubE7foR3gee	ENSB:K6gcubE7foR3gee	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:KAycdNHxNskRXSO	ENSB:KAycdNHxNskRXSO	ENSB:KAycdNHxNskRXSO	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSB:KD6jQ2nwJG4cJYi	ENSB:KD6jQ2nwJG4cJYi	ENSB:KD6jQ2nwJG4cJYi	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:KE09JkeCqTAMIRu	ENSB:KE09JkeCqTAMIRu	ENSB:KE09JkeCqTAMIRu	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:KEDqIAG1nwaY0JB	ENSB:KEDqIAG1nwaY0JB	ENSB:KEDqIAG1nwaY0JB	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSB:KETrfrlL-roGZQw	ENSB:KETrfrlL-roGZQw	ENSB:KETrfrlL-roGZQw	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:KEbGWJUvVuXEXNg	ENSB:KEbGWJUvVuXEXNg	ENSB:KEbGWJUvVuXEXNg	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KGeZh-QM9fp92KK	ENSB:KGeZh-QM9fp92KK	ENSB:KGeZh-QM9fp92KK	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KIGOC87kLQuuemu	ENSB:KIGOC87kLQuuemu	ENSB:KIGOC87kLQuuemu	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:KIQIwAzTI3KNOaB	ENSB:KIQIwAzTI3KNOaB	ENSB:KIQIwAzTI3KNOaB	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
ENSB:KIvRtq0Meuc7gzK	ENSB:KIvRtq0Meuc7gzK	ENSB:KIvRtq0Meuc7gzK	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSB:KJB7aNwuptjUyME	ENSB:KJB7aNwuptjUyME	ENSB:KJB7aNwuptjUyME	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:KJIzT5y9FQLBwwZ	ENSB:KJIzT5y9FQLBwwZ	ENSB:KJIzT5y9FQLBwwZ	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSB:KLK2YvjDd_OoOz7	ENSB:KLK2YvjDd_OoOz7	ENSB:KLK2YvjDd_OoOz7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:KLarxOeSlCW2DCO	ENSB:KLarxOeSlCW2DCO	ENSB:KLarxOeSlCW2DCO	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:KOQnwU7ewPMmGIb	ENSB:KOQnwU7ewPMmGIb	ENSB:KOQnwU7ewPMmGIb	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
ENSB:KQsokLRtxN257Sp	ENSB:KQsokLRtxN257Sp	ENSB:KQsokLRtxN257Sp	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KS49osFAf1wwyMI	ENSB:KS49osFAf1wwyMI	ENSB:KS49osFAf1wwyMI	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSB:KURdcehMSU3PyLX	ENSB:KURdcehMSU3PyLX	ENSB:KURdcehMSU3PyLX	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSB:KVypLEmxkSBPD6q	ENSB:KVypLEmxkSBPD6q	ENSB:KVypLEmxkSBPD6q	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSB:KY1qhaHMJqx6ySn	ENSB:KY1qhaHMJqx6ySn	ENSB:KY1qhaHMJqx6ySn	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:KaklUFCPKL7PP94	ENSB:KaklUFCPKL7PP94	ENSB:KaklUFCPKL7PP94	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ENSB:Kb0PKX9OinsA5vI	ENSB:Kb0PKX9OinsA5vI	ENSB:Kb0PKX9OinsA5vI	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ENSB:KbhcnfB0-Rg9wXc	ENSB:KbhcnfB0-Rg9wXc	ENSB:KbhcnfB0-Rg9wXc	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KcEzxObqi9I622_	ENSB:KcEzxObqi9I622_	ENSB:KcEzxObqi9I622_	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSB:Kd_JcTfafVdybFz	ENSB:Kd_JcTfafVdybFz	ENSB:Kd_JcTfafVdybFz	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KkBDn81PV9vWH3g	ENSB:KkBDn81PV9vWH3g	ENSB:KkBDn81PV9vWH3g	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
ENSB:KlpBvsvXKfEedpz	ENSB:KlpBvsvXKfEedpz	ENSB:KlpBvsvXKfEedpz	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSB:KmY2gJT-Y1fNN0S	ENSB:KmY2gJT-Y1fNN0S	ENSB:KmY2gJT-Y1fNN0S	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KouUYGt18gMMTRt	ENSB:KouUYGt18gMMTRt	ENSB:KouUYGt18gMMTRt	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:KqDJz_KF4Ie5u7s	ENSB:KqDJz_KF4Ie5u7s	ENSB:KqDJz_KF4Ie5u7s	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KqfW4IoYEX_PHWo	ENSB:KqfW4IoYEX_PHWo	ENSB:KqfW4IoYEX_PHWo	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSB:Kqv3fxr5wI7WeIB	ENSB:Kqv3fxr5wI7WeIB	ENSB:Kqv3fxr5wI7WeIB	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSB:KsHqBQjHYfMXg1h	ENSB:KsHqBQjHYfMXg1h	ENSB:KsHqBQjHYfMXg1h	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:KuFRaDPw7z_Y92j	ENSB:KuFRaDPw7z_Y92j	ENSB:KuFRaDPw7z_Y92j	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSB:KyZjR2VZKqT2VIv	ENSB:KyZjR2VZKqT2VIv	ENSB:KyZjR2VZKqT2VIv	protein_coding	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
ENSB:KyaoGGNSNtNMlte	ENSB:KyaoGGNSNtNMlte	ENSB:KyaoGGNSNtNMlte	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSB:KzJMN5LvY30qDrc	ENSB:KzJMN5LvY30qDrc	ENSB:KzJMN5LvY30qDrc	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:L1JsqkFOWVS-Tjf	ENSB:L1JsqkFOWVS-Tjf	ENSB:L1JsqkFOWVS-Tjf	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
ENSB:L30ys08sBClYM9A	ENSB:L30ys08sBClYM9A	ENSB:L30ys08sBClYM9A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:L6hhlAyxUirxrhe	ENSB:L6hhlAyxUirxrhe	ENSB:L6hhlAyxUirxrhe	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:LADcs4gjeHc3o9y	ENSB:LADcs4gjeHc3o9y	ENSB:LADcs4gjeHc3o9y	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:LAtNhSRqAAje3Hf	ENSB:LAtNhSRqAAje3Hf	ENSB:LAtNhSRqAAje3Hf	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSB:LB7qoH9UYwf1-Oh	ENSB:LB7qoH9UYwf1-Oh	ENSB:LB7qoH9UYwf1-Oh	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSB:LEJ1hrosSU-gwbw	ENSB:LEJ1hrosSU-gwbw	ENSB:LEJ1hrosSU-gwbw	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSB:LET4ljPkx4iaLym	ENSB:LET4ljPkx4iaLym	ENSB:LET4ljPkx4iaLym	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
